,text
640,"['tere', 'pas', 'cracked', 'fifa', 'hai', 'tu', 'usme', 'kaise', 'harayega', 'tauji', 'ko', 'usme', 'toh', 'online', 'khel', 'hi', 'nahi', 'paiga']"
641,"['ye', 'kab', 'hogaya', 'bhai', 'abhi', 'parso', 'toh', 'haare', 'aap', 'firr', 'bolte', 'ho', 'creative', 'doesnt', 'matter', 'meri', 'marzi', 'me', 'impostor', 'khelu', 'tu', 'bhi', 'fifa', 'khel', 'ja']"
642,"['come', 'on', 'fifa', 'fooz', 'aunty', 'pratik', 'aap', 'solo', 'khel', 'nhi', 'rhe', 'ho', 'pratik', 'solo', 'kaise', 'khelu', 'matlab', 'hwa', 'me', 'udd', 'jau', 'savage', 'pratik']"
643,"['aaj', 'kal', 'ke', 'laudu', 'yhi', 'krte', 'haihmari', 'last', 'generation', 'thi', 'majje', 'se', 'gully', 'cricket', 'khelne', 'wali', 'av', 'to', 'sb', 'bgmi', 'cod', 'free', 'fire', 'pes', 'fifa', 'etc', 'khelte', 'h', 'bs', 'mtlb', 'ground', 'me', 'v', 'aake', 'khelte', 'h', 'wo', 'game', 'bhai', 'maine', 'dekha', 'hai', 'saalo', 'ishse', 'acha', 'ghar', 'pr', 'khel', 'lo']"
644,"['fifa', 'team', 'on', 'amateur', 'mode', 'jaise', 'hi', 'khel', 'rhe', 'abhi', 'to']"
645,"['khel', 'now', 'has', 'been', 'following', 'isl', 'inclusion', 'in', 'fifa', 'since', 'early', 'reporting', 'news', 'of', 'inclusion', 'of', 'the', 'league', 'in', 'the', 'game', 'mobile', 'edition', 'first', 'and', 'now', 'ending', 'it', 'with', 'inclusion', 'of', 'league', 'in', 'the', 'pc', 'and', 'console', 'versions']"
646,"['aap', 'lelo', 'mara', 'mera', 'shoq', 'pura', 'hogya', 'fifa', 'khel', 'kay']"
647,"['lahore', 'kaam', 'keh', 'liay', 'aya', 'hun', 'football', 'bhi', 'khel', 'li', 'hai', 'boys', 'se', 'bhi', 'mil', 'liya', 'hai', 'saari', 'raat', 'bhai', 'keh', 'sath', 'fifa', 'bhi', 'khel', 'li', 'abh', 'bus', 'kaam', 'reh', 'gaya', 'hai', 'p']"
648,"['jb', 'woh', 'fifa', 'khel', 'raha', 'ho', 'aur', 'ap', 'ki', 'biwi', 'usko', 'tang', 'kar', 'rahi', 'ho', 'jb', 'ap', 'online', 'game', 'khel', 'rahay', 'ho', 'aur', 'apkay', 'ghr', 'walay', 'bahar', 'behj', 'day', 'jb', 'ap', 'serious', 'ho', 'life', 'ma', 'aur', 'apkay', 'dost', 'apko', 'ghoomnay', 'ka', 'bol', 'dai', 'jb', 'apki', 'bandi', 'apko', 'jhoot', 'bolay', 'jb', 'ap', 'apnay', 'paisay', 'sa', 'cheezay', 'lay', 'aur', 'woh', 'khush', 'na', 'ho']"
649,"['bhai', 'yeh', 'kaun', 'insaan', 'fifa', 'khel', 'raha', 'hai']"
650,"['fifa', 'khel', 'rahe', 'hai', 'yeh', 'log']"
652,"['prochaine', 'session', 'side', 'event', 'fifa', 'le', 'perdant', 'coutera', 'le', 'temps', 'des', 'tempetes']"
653,"['schools', 'amp', 'colleges', 'pls', 'fine', 'arts', 'ke', 'sath', 'thoda', 'fifa', 'bhi', 'sikha', 'do', 'i', 'cannot', 'stand', 'one', 'more', 'guy', 'saying', 'abey', 'yaar', 'fifa', 'khel', 'raha', 'hu', 'match', 'chalu', 'hai', 'baadme', 'baat', 'karte', 'hai', 'nahi', 'karna', 'baat', 'tujhse', 'mainstream', 'ladke']"
655,"['have', 'completed', 'the', 'signing', 'of', 'former', 'fifa', 'u', 'world', 'cup', 'starlet', 'komal', 'thatal', 'details', 'on', 'khel', 'now']"
656,"['wtf', 'i', 'read', 'umrah', 'as', 'umah', 'astagfar', 'fifa', 'khel', 'lena', 'chaheye', 'roza', 'lag', 'raha', 'hai']"
657,"['fifa', 'khel', 'rhy', 'thay']"
658,"['tu', 'fifa', 'khel', 'jakay']"
659,"['koi', 'khareed', 'do', 'fifa', 'fir', 'mere', 'ps', 'pe', 'khel', 'lenge', 'my', 'birthday', 'is', 'on', 'th', 'sep', 'btw']"
660,"['fifa', 'khel', 'le', 'pehlay', 'phir', 'batain', 'krli']"
661,"['pire', 'jeux', 'pour', 'gagner', 'faut', 'un', 'khel', 'de', 'm', 'en', 'pointe']"
662,"['jani', 'yeh', 'ap', 'fifa', 'career', 'mode', 'khel', 'rahy', 'ho']"
663,"['ye', 'to', 'fifa', 'khel', 'rahe']"
664,"['jitni', 'games', 'khel', 'lun', 'akhir', 'main', 'ghoom', 'phir', 'k', 'fifa', 'pay', 'ajata', 'hun']"
665,"['yehi', 'samjha', 'raha', 'hu', 'chutiyon', 'ko', 'fifa', 'khel', 'khel', 'ke', 'pagla', 'gaye', 'hai']"
666,"['fifa', 'manager', 'nhi', 'khel', 'rhay', 'hum', 'bhai', 'xd']"
667,"['dunya', 'chand', 'pe', 'phnch', 'gayi', 'hai', 'aur', 'mein', 'abhi', 'tak', 'fifa', 'he', 'khel', 'raha', 'hun']"
668,"['fifa', 'nahi', 'khel', 'rahey']"
669,"['fifa', 'khel', 'ke', 'sogaya', 'bohot', 'sahi', 'bandha', 'hai', 'my', 'boy']"
670,"['fifa', 'khel', 'raha', 'hai', 'pakka']"
671,"['mother', 'was', 'checking', 'out', 'my', 'neck', 'w', 'such', 'suspicious', 'eyes', 'after', 'day', 'out', 'and', 'then', 'goes', 'like', 'you', 'look', 'tired', 'brooo', 'i', 'wasnt', 'having', 'secks', 'all', 'night', 'mai', 'fifa', 'khel', 'raha', 'tha', 'all', 'night']"
672,"['ps', 'ka', 'controller', 'koi', 'bech', 'rha', 'indirapuram', 'vaishali', 'me', 'toh', 'bta', 'do', 'yr', 'gareeb', 'log', 'fifa', 'khel', 'lenge', 'ps', 'pe']"
673,"['yaar', 'koi', 'ghar', 'aakar', 'meray', 'sath', 'fifa', 'he', 'khel', 'le']"
674,"['ani', 'yei', 'bela', 'argentina', 'ra', 'italy', 'ko', 'euto', 'final', 'khel', 'khelaidini', 'ho', 'vane', 'ta', 'arko', 'saal', 'tyo', 'qatar', 'ko', 'parchanda', 'garmi', 'ma', 'ek', 'maina', 'samma', 'kheladi', 'le', 'saasti', 'pauney', 'thenan', 'ni', 'ta']"
675,"['arey', 'beti', 'thora', 'f', 'bhi', 'khel', 'lo', 'tum', 'toh', 'fifa', 'bhi', 'ni', 'liye']"
676,"['on', 'serious', 'note', 'kya', 'hamari', 'life', 'mein', 'hum', 'log', 'fifa', 'finals', 'khel', 'sakte', 'hai', 'other', 'than', 'hosting']"
677,"['olympics', 'mein', 'gold', 'aajayega', 'india', 'fifa', 'world', 'cup', 'khel', 'jayega', 'lekin', 'aise', 'logon', 'ko', 'akall', 'kabhi', 'nhi', 'aayegi']"
678,"['ye', 'italy', 'wale', 'aise', 'khel', 'rhe', 'hai', 'jaise', 'mei', 'hi', 'inko', 'fifa', 'mei', 'control', 'kar', 'rha']"
679,"['ab', 'toh', 'football', 'khel', 'leteam', 'toh', 'banale', 'sir', 'team', 'toh', 'banalonahin', 'toh', 'east', 'bengal', 'kaise', 'feature', 'hoga', 'fifa', 'main']"
680,"['bhai', 'mai', 'do', 'mahine', 'daba', 'k', 'fifa', 'khela', 'i', 'thought', 'ab', 'mai', 'football', 'khel', 'sakta', 'hu', 'khelne', 'gaye', 'to', 'bhut', 'bhaage', 'ek', 'baar', 'ball', 'nahi', 'aayi', 'paas', 'me']"
681,"['yes', 'just', 'like', 'rajiv', 'gandhi', 'khel', 'ratna', 'awards', 'he', 'can', 'also', 'get', 'some', 'award', 'named', 'after', 'him', 'although', 'rajiv', 'ji', 'bought', 'us', 'fifa', 'world', 'cup', 'but', 'bjp', 'removed', 'that', 'history', 'from', 'our', 'school', 'textbooks', 'while', 'thakur', 'ji', 'is', 'yet', 'to', 'win', 'any', 'cup']"
682,"['team', 'india', 'ki', 'ke', 'kuch', 'player', 'scotland', 'main', 'hai', 'kuch', 'fifa', 'euro', 'dekh', 'rahe', 'hai', 'kuch', 'county', 'khel', 'rahe', 'hai', 'england', 'ke', 'staff', 'include', 'players', 'ko', 'bhi', 'corona', 'hua', 'hai', 'ye', 'padh', 'bro']"
683,"['fifa', 'exige', 'o', 'pagamento', 'do', 'valor', 'grohe', 'milhes', 'de', 'euros', 'para', 'o', 'grmio', 'fifa', 'exige', 'pagamento', 'do', 'valor', 'do', 'tcnico', 'arroto', 'milhes', 'de', 'riais', 'o', 'agente', 'de', 'rivas', 'john', 'viola', 'exige', 'uma', 'quantia', 'sua', 'comisso', 'profissional', 'leonardo', 'khel', 'reclama', 'para', 'fifa', 'alqadisiyah']"
684,"['fifa', 'career', 'mode', 'khel', 'ke', 'tactics', 'ka', 'gyan', 'chodna']"
685,"['pehle', 'srk', 'ke', 'saath', 'fifa', 'khel', 'le']"
686,"['sir', 'kbhi', 'fifa', 'world', 'cup', 'india', 'khel', 'skta', 'hai']"
687,"['sir', 'kya', 'kbhi', 'india', 'fifa', 'world', 'cup', 'khel', 'skti', 'hai']"
688,"['fifa', 'khel', 'liya', 'kya']"
689,"['sari', 'raat', 'fifa', 'khel', 'ke', 'subha', 'tweet', 'krne', 'ajaty', 'ho', 'beh', 'k', 'parho']"
690,"['panchar', 'putr', 'hi', 'fifa', 'world', 'cup', 'khel', 'rha', 'h', 'sab', 'county', 'me', 'tum', 'log', 'ke', 'tarah', 'nahi', 'baba', 'ke', 'gufa', 'me', 'ja', 'rha']"
691,"['jesai', 'yai', 'fifa', 'khel', 'raha', 'h', 'chutiye']"
692,"['bhaisab', 'ladkiyan', 'khel', 'he', 'rahi', 'hain', 'already', 'fifa', 'ranking', 'of', 'indian', 'girls', 'is', 'way', 'better', 'than', 'men', 'team', 'indian', 'women', 'team', 'ranks', 'best', 'moreover', 'girls', 'like', 'bala', 'devi', 'are', 'playing', 'for', 'one', 'of', 'the', 'best', 'scottish', 'clubs', 'rangers']"
693,"['aaj', 'kal', 'voh', 'arteta', 'waise', 'bhi', 'fifa', 'manager', 'mode', 'khel', 'rha', 'hai', 'sabke', 'liye', 'bid', 'kar', 'rha', 'hai']"
694,"['fifa', 'nahi', 'khel', 'raha', 'mere', 'saath', 'kyu', 'ki', 'uska', 'mood', 'khraab', 'ho', 'jaata', 'h', 'mere', 'se', 'haarkr']"
695,"['hum', 'kab', 'khelenge', 'cr', 'abadi', 'wala', 'desh', 'hai', 'kya', 'wo', 'kabiliyat', 'nhi', 'jo', 'fifa', 'khel', 'sake']"
696,"['pehlay', 'i', 'lost', 'to', 'my', 'boss', 'in', 'fifa', 'and', 'then', 'in', 'table', 'tennis', 'kal', 'sy', 'koi', 'ni', 'khel', 'raha', 'mere', 'sath']"
697,"['years', 'countless', 'achievements', 'many', 'laurels', 'to', 'his', 'name', 'was', 'awarded', 'the', 'rajiv', 'khel', 'ratna', 'for', 'his', 'excellence', 'in', 'cricket', 'but', 'one', 'thing', 'i', 'absolutely', 'love', 'about', 'him', 'is', 'that', 'he', 'represents', 'our', 'country', 'wherever', 'he', 'goes', 'waving', 'the', 'indian', 'flag', 'at', 'the', 'fifa', 'wc', 'is', 'just', 'an', 'example']"
698,"['fifa', 'khel', 'lete', 'hain']"
699,"['in', 'the', 'latest', 'episode', 'of', 'khel', 'now', 'beyond', 'the', 'scores', 'podcast', 'carles', 'cuadrat', 'gives', 'his', 'opinion', 'on', 'india', 'recent', 'performances', 'at', 'the', 'fifa', 'world', 'cup', 'qualifiers', 'read', 'here']"
700,"['yeh', 'olympics', 'aur', 'fifa', 'mein', 'yehi', 'sab', 'hota', 'hai', 'doosre', 'hi', 'khel', 'khelne', 'jaate', 'hai', 'log', 'game', 'koi', 'follow', 'karta', 'nahi', 'hai', 'actually']"
701,"['saal', 'to', 'kum', 'se', 'kum', 'lagengejub', 'tak', 'internal', 'football', 'strong', 'nai', 'hoga', 'tun', 'tak', 'to', 'nai', 'khel', 'paayenge', 'fifa', 'worldcup', 'to', 'door', 'ki', 'baat', 'hai', 'abhi', 'so', 'asia', 'mai', 'bhi', 'bahut', 'neeche', 'haiinfra', 'hona', 'bahut', 'jaroori', 'hai', 'football']"
702,"['koi', 'revolution', 'hi', 'la', 'sakta', 'hai', 'fifa', 'world', 'cup', 'mein', 'pehle', 'ish', 'praful', 'patel', 'ko', 'hatao', 'afg', 'maldives', 'apne', 'se', 'acha', 'khel', 'raha', 'jab', 'tak', 'yeh', 'administration', 'mein', 'politicians', 'baithe', 'hai', 'tab', 'tak', 'na', 'madel', 'aayenge', 'na', 'koi', 'world', 'cup', 'khelega']"
703,"['kum', 'aanga', 'fifauefa', 'tournament', 'a', 'pianga', 'ka', 'an', 'ber', 'hin', 'ram', 'te', 'khl', 'chuan', 'ka', 'beisei', 'an', 'phk', 'lo', 'tlat', 'first', 'match', 'france', 'lakah', 'own', 'goal', 'vngin', 'point', 'an', 'hmu', 'lo']"
704,"['pata', 'nahi', 'apne', 'desh', 'ki', 'team', 'is', 'jeevan', 'me', 'kabhi', 'fifa', 'khelegi', 'ya', 'nahi', 'crore', 'janta', 'me', 'player', 'na', 'mil', 'rahe', 'africa', 'ke', 'ase', 'ase', 'deshon', 'jahan', 'khane', 'ko', 'roti', 'nahi', 'wahan', 'ke', 'log', 'khel', 'rahe', 'hain', 'ya', 'to', 'south', 'africa', 'ki', 'tarah', 'worldcup', 'host', 'karakar', 'entry', 'leni', 'padegi', 'shaayd']"
705,"['me', 'dekhta', 'nahi', 'tha', 'but', 'me', 'saal', 'se', 'fifa', 'khel', 'raha', 'huso', 'i', 'am', 'kind', 'of', 'video', 'game', 'fan', 'butdekh', 'bhi', 'leta', 'hu']"
706,"['he', 'was', 'a', 'savage', 'he', 'played', 'real', 'football', 'as', 'if', 'fifa', 'koi', 'computer', 'pe', 'khel', 'raha', 'ho']"
707,"['india', 'fifa', 'world', 'cup', 'kasa', 'khel', 'sakti', 'hai']"
708,"['india', 'kaise', 'fifa', 'khel', 'payigi', 'kon', 'se', 'ranking', 'par']"
709,"['sir', 'kyaa', 'koi', 'indian', 'player', 'euro', 'fifa', 'khel', 'shakte', 'hain']"
710,"['hum', 'kab', 'khel', 'rahe', 'hain', 'ishan', 'bhai', 'sharaab', 'shabaab', 'kebab', 'aur', 'fifa']"
711,"['zabardasti', 'ki', 'fifa', 'khel', 'khel', 'ke', 'thak', 'gya', 'hu']"
712,"['ghanta', 'quality', 'chutiya', 'game', 'pe', 'atke', 'huye', 'ho', 'fifa', 'mobile', 'frag', 'pro', 'shooter', 'arena', 'dirt', 'bike', 'unchained', 'etc', 'tum', 'log', 'toh', 'pubgpubg', 'krke', 'chutiyagiri', 'krte', 'ho', 'same', 'woh', 'streamers', 'areee', 'kitni', 'saari', 'games', 'hai', 'woh', 'bhi', 'toh', 'khel', 'lo']"
713,"['haan', 'bhai', 'mahamari', 'chal', 'rahi', 'hai', 'fifa', 'khel', 'le', 'chup', 'chaap']"
714,"['india', 'kb', 'tk', 'khel', 'payega', 'fifa', 'world', 'cup', 'me']"
715,"['abhi', 'kya', 'baat', 'beet', 'gayi', 'fifa', 'khel', 'lete', 'phir']"
716,"['iran', 'toh', 'cambodia', 'ke', 'saath', 'cricket', 'khel', 'rha', 'h']"
717,"['jo', 'real', 'life', 'mein', 'fifa', 'khel', 'jaye', 'wo', 'chelsea']"
718,"['yeh', 'kaisa', 'fifa', 'khel', 'rahi', 'hai', 'maria']"
719,"['haa', 'bhai', 'bc', 'fifa', 'khel', 'le', 'saale', 'kitna', 'paisa', 'jaayega', 'maalum']"
720,"['india', 'fifa', 'khel', 'raha', 'hai', 'kya']"
722,"['pes', 'indie', 'boy', 'ka', 'fifa', 'khel']"
723,"['haaa', 'aur', 'aajkal', 'bhut', 'saare', 'isl', 'franchisee', 'dusre', 'league', 'me', 'bhi', 'khel', 'rhe', 'hai', 'hope', 'ki', 'iss', 'baar', 'qualfy', 'bas', 'kar', 'jaaye', 'fifa', 'ke', 'liye', 'waise', 'ya', 'muskil', 'hai', 'but', 'fir', 'bhi', 'ek', 'baar', 'cricket', 'ke', 'jaisa', 'kar', 'yaa', 'inhone', 'to', 'cricket', 'ko', 'aaram', 'se', 'beat', 'kar', 'sakti', 'hai', 'ind', 'me']"
724,"['yaar', 'in', 'logon', 'ne', 'fifa', 'kuch', 'dikhaya', 'tha', 'na', 'launch', 'k', 'time', 'pe', 'ki', 'stb', 'pe', 'khel', 'sakte', 'ho', 'kuch', 'bhi', 'nahi', 'hai', 'usme']"
725,"['tum', 'ne', 'abhi', 'kaha', 'tum', 'international', 'fifa', 'khel', 'rahay', 'thay', 'tab', 'tou', 'messi', 'ronaldo', 'se', 'jab', 'time', 'farigh', 'milta', 'tha', 'tou', 'shaukiya', 'taur', 'par', 'fortnite', 'bhi', 'kheltay', 'thay']"
726,"['this', 'guy', 'is', 'a', 'fucking', 'joke', 'meri', 'jaan', 'twitter', 'say', 'bahir', 'niklo', 'jao', 'instagram', 'and', 'facebook', 'pay', 'ja', 'kar', 'followers', 'dekho', 'jab', 'tum', 'o', 'levels', 'pay', 'fortnite', 'stream', 'kartay', 'thay', 'tab', 'ham', 'fifa', 'internationally', 'khel', 'rehay', 'thay']"
727,"['you', 'are', 'talented', 'sach', 'boli', 'main', 'mujhe', 'abhi', 'abhi', 'riki', 'ka', 'dm', 'aaya', 'ki', 'wo', 'wonie', 'ke', 'sath', 'fifa', 'khel', 'raha', 'hai']"
728,"['breaking', 'fifa', 'has', 'decided', 'to', 'extend', 'the', 'fivesubstitute', 'rule', 'for', 'all', 'major', 'competitions', 'till', 'december', 'this', 'means', 'teams', 'qualifying', 'for', 'the', 'world', 'cup', 'in', 'qatar', 'can', 'now', 'use', 'five', 'substitutes', 'instead', 'of', 'the', 'conventional', 'three', 'viakhel', 'now']"
729,"['haa', 'bsdk', 'tu', 'ja', 'ke', 'fifa', 'khel']"
730,"['saala', 'ki', 'umar', 'mein', 'hum', 'log', 'fifa', 'khel', 'ke', 'chaudhary', 'ban', 'rahe', 'the', 'and', 'this', 'generation', 'is', 'so', 'so', 'ahead', 'of', 'us', 'well', 'read', 'aware', 'and', 'outspoken', 'future', 'is', 'bright', 'congrats', 'and', 'this', 'should', 'be', 'just', 'beginning', 'in', 'long', 'list', 'of', 'your', 'upcoming', 'accomplishments']"
731,"['kitne', 'european', 'title', 'jeete', 'ho', 'bhai', 's', 'se', 'ab', 'tak', 'jao', 'audi', 'cup', 'khelo', 'ya', 'fifa', 'me', 'ucl', 'khel', 'lo']"
732,"['fifa', 'khel', 'raha', 'hai', 'ye', 'banda']"
733,"['fifa', 'khel', 'lu', 'ga', 'twitter', 'chala', 'hu', 'ga', 'parhyi', 'nahi', 'karu', 'ga']"
734,"['fifa', 'tw', 'khel', 'e', 'skty', 'tm']"
736,"['sharam', 'nahi', 'aati', 'mujhe', 'roz', 'mazy', 'se', 'fifa', 'khel', 'raha', 'hu', 'agly', 'mahine', 'paper', 'hein']"
737,"['george', 'best', 'piancham', 'vawi', 'na', 'fifa', 'world', 'cup', 'khel', 'lo', 'zinga', 'footballer', 'tha', 'ber', 'an', 'tih', 'george', 'best', 'piancham', 'vawi', 'na', 'vawiin', 'hi', 'a', 'ni', 'a', 'belfast', 'boy', 'sulhnu', 'thenkhat', 'han', 'chhui', 'kir', 'ila', 'read', 'more']"
738,"['fifa', 'career', 'jyada', 'khel', 'lia', 'bhai', 'neither', 'are', 'we', 'selling', 'more', 'than', 'players', 'nor', 'are', 'we', 'buying', 'that', 'many']"
739,"['fifa', 'khel', 'rahe', 'ho', 'you', 'really', 'think', 'our', 'owners', 'will', 'invest', 'that', 'much', 'money']"
740,"['nice', 'fifa', 'khel', 'lo', 'abhi', 'fir']"
741,"['fifa', 'khel', 'lete', 'toh', 'manager', 'samaj', 'lete']"
742,"['fifa', 'nai', 'khel', 'rahe', 'bro', 'pace', 'and', 'inshallah']"
743,"['used', 'to', 'play', 'fifa', 'a', 'lot', 'usme', 'toh', 'legit', 'every', 'team', 'se', 'khel', 'liya', 'tha', 'career', 'mode', 'ab', 'kam', 'hogaya']"
744,"['kuch', 'nahi', 'fifa', 'khel', 'raha', 'hu', 'p']"
745,"['mera', 'bhai', 'b', 'tyar', 'ho', 'k', 'fifa', 'khel', 'rha', 'khair', 'larkion', 'ki', 'eid', 'sham', 'ko', 'h', 'shuru', 'ho', 'gi', 'phr', 'spam', 'sy', 'tng', 'nahi', 'aana']"
746,"['fifa', 'khel', 'raha', 'h', 'kya', 'bhai']"
747,"['khel', 'now', 'takes', 'a', 'look', 'at', 'the', 'top', 'five', 'alltime', 'fanfavourites', 'of', 'reigning', 'champions', 'the', 'list', 'features', 'a', 'former', 'coach', 'a', 'fifa', 'world', 'cup', 'star', 'and', 'more', 'take', 'a', 'look']"
748,"['jaa', 'wo', 'muh', 'se', 'safed', 'safed', 'pollution', 'kar', 'aur', 'fifa', 'khel']"
749,"['aja', 'fifa', 'khel', 'le']"
750,"['un', 'joueur', 'fifa', 'le', 'khel', 'en', 'bas', 'gauche']"
751,"['fifa', 'khel', 'marapes', 'chor']"
752,"['mein', 'khud', 'khel', 'lu', 'plus', 'ig', 'kolly', 'too', 'is', 'a', 'good', 'player', 'of', 'fifa']"
753,"['if', 'youre', 'above', 'the', 'age', 'of', 'and', 'think', 'periods', 'are', 'disgusting', 'then', 'grow', 'up', 'its', 'just', 'blood', 'and', 'a', 'natural', 'preaches', 'judge', 'karna', 'band', 'kar', 'aur', 'jaa', 'k', 'fifa', 'ya', 'kuch', 'khel']"
754,"['abhi', 'main', 'fifa', 'khel', 'raha', 'hu']"
755,"['kyuke', 'mai', 'ps', 'wali', 'games', 'khelta', 'fifa', 'ya', 'cod', 'type', 'ludo', 'kabhi', 'khel', 'ke', 'nahi', 'dekhi']"
756,"['sama', 'equipe', 'souma', 'smer', 'seyni', 'fadel', 'ak', 'padama', 'mouy', 'rakhass', 'damay', 'tok', 'defense', 'tey', 'fifa', 'di', 'pro', 'club', 'ak', 'alsine', 'nakh', 'khel', 'bou', 'dal']"
757,"['fifa', 'khel', 'leta', 'hun', 'zara', 'sa']"
758,"['nhi', 'fifa', 'ko', 'pta', 'ha', 'mene', 'khel', 'kia', 'tu', 'competition', 'humesha', 'one', 'sided', 'hujaega']"
759,"['hahahahaha', 'fifa', 'is', 'love', 'btw', 'konsi', 'khel', 'rahi', 'ho']"
760,"['ma', 'beer', 'khanchu', 'ta', 'fifa', 'khel']"
761,"['uefa', 'nai', 'yai', 'kabhi', 'nahi', 'kaha', 'kai', 'players', 'fifa', 'ya', 'euro', 'nahi', 'khel', 'skty', 'wrong', 'information']"
762,"['gaand', 'maraye', 'react', 'main', 'fifa', 'khel', 'raha']"
763,"['famous', 'clubs', 'ne', 'mil', 'k', 'aik', 'alag', 'league', 'start', 'krny', 'ka', 'announce', 'kia', 'hai', 'europe', 'super', 'league', 'or', 'uefa', 'ne', 'announce', 'kia', 'hai', 'k', 'jo', 'player', 'yan', 'club', 'us', 'league', 'mai', 'khely', 'ga', 'wo', 'uefaeuro', 'yan', 'fifa', 'mai', 'yan', 'national', 'team', 'ni', 'khel', 'sky', 'ga']"
764,"['uefa', 'ak', 'fifa', 'nio', 'wara', 'liguey', 'khalat', 'ay', 'compet', 'you', 'bien', 'mais', 'les', 'clubs', 'l', 'temite', 'amouniou', 'bene', 'khel', 'llitisme', 'bien', 'quand', 'tentant', 'na', 'rien', 'voir', 'avec', 'le', 'foot']"
765,"['bhai', 'fifa', 'khel', 'raha', 'tha']"
766,"['mais', 'frre', 'san', 'cest', 'thauvin', 'en', 'khel', 'et', 'avec', 'les', 'stats', 'de', 'vitesses', 'trafiques', 'comme', 'sur', 'fifa']"
767,"['fifa', 'suspension', 'nayi', 'baat', 'nhiab', 'jinho', 'ne', 'pff', 'ka', 'kabza', 'kiya', 'tha', 'ab', 'unko', 'chaiye', 'betha', 'rahe', 'pakistan', 'ka', 'naam', 'toh', 'badnaam', 'krdiya', 'ab', 'na', 'pakistan', 'international', 'matches', 'khel', 'paye', 'ga', 'na', 'funding', 'mile', 'gi', 'fifa', 'se']"
768,"['kya', 'aap', 'online', 'football', 'khel', 'sakte', 'hain', 'fifa', 'nahi', 'actual', 'soccer', 'with', 'a', 'full', 'team', 'of']"
769,"['meray', 'bhai', 'fifa', 'ban', 'ke', 'saath', 'pakistan', 'kuch', 'bhi', 'international', 'tournaments', 'nahi', 'khel', 'sakta']"
770,"['apni', 'bachi', 'ke', 'saath', 'hai', 'tum', 'bhi', 'bhabi', 'ko', 'bahir', 'le', 'ke', 'jao', 'har', 'roz', 'fifa', 'khel', 'khel', 'ke', 'pagal', 'hogaye', 'ho']"
771,"['fifa', 'bhi', 'khel', 'lia', 'ab', 'message', 'aeyga', 'ya', 'sojaun']"
772,"['aib', 'ke', 'saath', 'fifa', 'kab', 'khel', 'rahe', 'ho']"
773,"['hain', 'jah', 'toder', 'notun', 'football', 'club', 'khule', 'fifa', 'te', 'nam', 'dea', 'khel']"
774,"['fifa', 'khel', 'lena', 'taken', 'gta', 'wwe', 'cs', 'igi', 'dota', 'theek', 'hogaya']"
775,"['fifa', 'khel', 'rahe', 'ho', 'ya', 'pes']"
777,"['fifa', 'me', 'career', 'mode', 'khel', 'le', 'shayad', 'usme', 'ho', 'jayega']"
778,"['question', 'pour', 'les', 'abo', 'srieusement', 'solent', 'wetoneu', 'ak', 'adji', 'sar', 'sene', 'khel', 'dina', 'khalat', 'viol', 'ko', 'mane', 'mome', 'srieux', 'damakoy', 'anaconda', 'bi', 'rk', 'di', 'jouer', 'fifa', 'mouna', 'wakh', 'torop']"
779,"['all', 'of', 'us', 'at', 'khel', 'now', 'wishes', 'bosnia', 'amp', 'ace', 'as', 'well', 'as', 'one', 'of', 'the', 'iconic', 'strikers', 'of', 'his', 'generation', 'edin', 'deko', 'a', 'very', 'happy', 'th', 'birthday']"
780,"['meine', 'fifa', 'khel', 'khel', 'bahut', 'paise', 'kamaye', 'hai']"
781,"['toh', 'kya', 'hua', 'fifa', 'nahi', 'khel', 'sakte', 'kya']"
782,"['bumrah', 'ki', 'story', 'dekh', 'ke', 'plastic', 'fans', 'ko', 'toh', 'majje', 'hi', 'aagye', 'honge', 'abbey', 'fifa', 'khel', 'rha', 'tha', 'woh', 'halwon']"
783,"['haan', 'bhai', 'tu', 'fifa', 'khel', 'raha', 'hai']"
784,"['willing', 'to', 'bet', 'that', 'woh', 'chutiya', 'fifa', 'khel', 'raha', 'hoga']"
785,"['fifa', 'khel', 'raha', 'hu']"
786,"['le', 'logo', 'fifa', 'de', 'mon', 'zinc', 'en', 'multi', 'c', 'no', 'for', 'racism', 'alors', 'que', 'des', 'qu', 'on', 'vois', 'un', 'khel', 'on', 'crie', 'bamboula']"
787,"['hahaha', 'excellent', 'tweet', 'fifa', 'khel', 'raha', 'hai', 'larka']"
788,"['ps', 'mai', 'fifa', 'khel', 'ke', 'aaya', 'hai', 'apun']"
789,"['market', 'bhai', 'tu', 'st', 'tym', 'khel', 'rha', 'hai', 'kya', 'fifa']"
790,"['life', 'koi', 'baat', 'krne', 'ko', 'toh', 'hai', 'nhi', 'chalo', 'fifa', 'hi', 'khel', 'lete', 'hain']"
791,"['fakhar', 'or', 'hafeez', 'kis', 'ki', 'captaincy', 'me', 'khel', 'rahay', 'thay', 'agr', 'pak', 'wo', 'match', 'har', 'jata', 'tu', 'phr', 'zamidari', 'kis', 'ki', 'hoti']"
792,"['ye', 'game', 'bandh', 'krde', 'better', 'hai', 'pes', 'khel', 'fp', 'walon', 'ki', 'ijaat', 'ij', 'nai', 'hai', 'fifa', 'mein']"
793,"['dost', 'ps', 'mai', 'fifa', 'khel', 'rahe', 'hai', 'aur', 'hum', 'office', 'mai', 'kaam', 'kar', 'rahe', 'hai']"
